contact.0.cellphone,contact.0.name,contact.0.surname,contact.1.cellphone,contact.1.name,contact.1.surname,person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,test.0.datetime,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.id_authorized_body,test.0.result,test.0.type,test.1.datetime,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.id_authorized_body,test.1.result,test.1.type,test.2.datetime,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.id_authorized_body,test.2.result,test.2.type,test.3.datetime,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.id_authorized_body,test.3.result,test.3.type,vaccination.0.brand,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.surname,vaccination.0.id_authorized_body,vaccination.0.lot,vaccination.0.production_date,vaccination.0.type,vaccination.1.brand,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.id_authorized_body,vaccination.1.lot,vaccination.1.production_date,vaccination.1.type
+393318671837,Claudia,Di Bari,+393569844992,Luigia,Brambilla,Piazza Liberta`,12030,13,Monasterolo Di Savigliano,1924-06-04,+39352643146,VLLMHL24H44F119B,Mihaela,F,Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-10-14 13:19:35,1,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,569,2020-11-11 00:00:00,mRNA vaccine,Moderna,2021-11-11 13:19:35,2,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,277,2020-09-22 00:00:00,mRNA vaccine
+393162411037,Marisa,Mazzocchi,+393569193740,Rosanna,Murgia,Via San Francesco,67033,29,Pescocostanzo,1933-10-22,+393497078978,FRRFNC33R62E814X,Francoise,F,Ferrara,2021-11-30 16:36:58,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Positive,Molecular,2021-11-24 10:57:26,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Negative,Molecular,2021-12-04 02:57:07,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Positive,Antigen,2021-11-18 03:45:48,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,Negative,Molecular,Moderna,2021-11-02 12:59:49,1,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,357,2020-10-19 00:00:00,mRNA vaccine,,,,,,,,,,
+39351278325,Gina,Visentin,+39377261112,Agostino,Colombo,Via Bianchi,20019,18/A,Settimo Milanese,1963-06-12,+393113892936,RSSFRT63H52B826W,Fiqirete,F,Rossi,2021-12-08 11:57:49,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-12-03 11:35:21,1,MRCHXH81A29A471J,Haxhi,Marcon,61acd3e25ca7e964a122def3,167,2020-09-06 00:00:00,mRNA vaccine,Moderna,2021-12-31 11:35:21,2,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,350,2020-10-17 00:00:00,mRNA vaccine
+39383923760,Mario Vittorio,Bruno,+39389306651,Wijdane,Foti,Via Garibaldi,92020,246,Racalmuto,1972-12-06,+393782014351,CLMPLA72T06F944K,Paolo,M,Colombo,2021-11-18 22:59:13,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,Positive,Molecular,2021-12-07 05:43:16,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Negative,Molecular,,,,,,,,,,,,,,,AstraZeneca,2021-08-22 01:47:51,1,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,289,2020-09-28 00:00:00,vector vaccine,AstraZeneca,2021-09-19 01:47:51,2,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,145,2020-09-02 00:00:00,vector vaccine
+393198198662,Anna,Valentini,+39383321444,Rosa,Marziali,Via Provinciale,47020,1505,Montiano,1983-07-13,+39381730244,DSNNHL83L13L310K,Nicholas,M,De Santis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39367610555,Francesco,Mariani,+39353636909,Carla Maria,Ricci,Via Milazzo,90011,23,Bagheria,1955-10-09,+393648214505,CNNMCR55R49A285T,Maria Carmela,F,Cannone,2021-11-17 13:39:43,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Negative,Molecular,2021-11-15 18:22:03,RMNSRG31M20L583K,Sergio,Romano,61acd3e25ca7e964a122dee7,Negative,Molecular,2021-11-21 03:09:05,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393912353955,Margherita,Lovato,+393707176984,Angelo,Favaro,Via Roma,87012,27,Castrovillari,1961-04-14,+39328701520,NGRMRA61D54D660M,Maria,F,Negri,2021-11-16 22:21:40,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,Negative,Antigen,2021-11-27 01:48:47,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,Negative,Molecular,2021-11-23 19:09:10,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,Negative,Molecular,,,,,,,,Johnson & Johnson,2021-08-17 20:41:45,1,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,401,2020-10-28 00:00:00,vector vaccine,,,,,,,,,,
+39327075381,Elsa,Babini,+393874217401,Tommaso,Di Mauro,Corso Alfieri,14100,269,Asti,1997-01-24,+39326779004,PRSNNA97A64I724P,Anna,F,Piras,2021-12-03 18:05:00,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Positive,Antigen,2021-12-11 03:41:36,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,Positive,Antigen,,,,,,,,,,,,,,,Moderna,2021-04-24 06:50:57,1,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,368,2020-10-24 00:00:00,mRNA vaccine,Moderna,2021-05-22 06:50:57,2,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,357,2020-10-19 00:00:00,mRNA vaccine
+39380176217,Rosa,Sartori,+393798781096,Simona,Surace,Via Roma,38050,72/a,Mezzano,1998-10-24,+393680470833,MNTSDR98R24A374C,Sandro,M,Mantovani,2021-11-27 21:22:58,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,Positive,Antigen,2021-12-11 11:00:53,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Negative,Antigen,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-04-12 01:12:17,1,CNTLCN45R48M213B,Luciana,Conti,61acd3e25ca7e964a122def2,117,2020-08-25 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-05-10 01:12:17,2,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,488,2020-11-08 00:00:00,mRNA vaccine
+39341992926,Giovanna,Mazzotti,+39387213196,Fatima,Sucera,Via Noldin,39055,23,Laives,1988-07-07,+39335817805,PRSGPP88L07L924R,Giuseppe,M,Piras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-04-28 04:50:58,1,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,200,2020-09-15 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-05-26 04:50:58,2,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,309,2020-10-13 00:00:00,mRNA vaccine
+39345424200,Carmela,Dragoni,+39321583234,Enedina,Rossi,Corso Cairoli,27100,79,Pavia,1923-03-02,+39365843965,RSSRNN23C42G687A,Rosanna,F,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-11-25 06:33:26,1,MRNKLD55A18B288O,Klaodio,Marino,61acd3e25ca7e964a122def1,401,2020-10-28 00:00:00,mRNA vaccine,Moderna,2021-12-23 06:33:26,2,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,298,2020-10-03 00:00:00,mRNA vaccine
+393493624198,Muriel,Careddu ,+39326876649,Mario,Greco,Piazza Della Repubblica,84025,7,Eboli,1991-08-20,+393890846988,NGLBRN91M20I912A,Bruno,M,Angelini,2021-12-02 01:18:53,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Negative,Antigen,2021-11-17 13:01:26,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Positive,Antigen,2021-11-21 19:44:30,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,Negative,Molecular,2021-11-20 20:02:33,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,Negative,Antigen,AstraZeneca,2021-06-08 05:06:24,1,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,589,2020-12-03 00:00:00,vector vaccine,,,,,,,,,,
+39381849091,Vincenzo,Rossi,+393307312578,Giannina,Fumagalli,Via G. D' Annunzio,20052,27,Monza,1937-05-20,+393430887602,RSSRNN37E60A123X,Rosanna,F,Rossi,2021-12-05 19:48:03,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-08-30 01:16:16,1,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,444,2020-11-06 00:00:00,vector vaccine,,,,,,,,,,
+39388438880,Patrizia,Colombo,+39355896632,Giampaolo,Caruso,Via Ceglie,72029,33,Villa Castelli,1932-09-30,+393682918806,BLBLGU32P30H360Q,Luigi,M,Balboni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-12-11 13:09:18,1,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,200,2020-09-15 00:00:00,mRNA vaccine,,,,,,,,,,
+39350109701,Cinzia,Fiorini,+39380684173,Gianmarco,Rossi,Vi Amontegrappa,27010,52,Zeccone,1966-01-28,+393993173474,RSSGNN66A28A820M,Giovanni,M,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-03-02 01:42:10,1,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,309,2020-10-13 00:00:00,mRNA vaccine,,,,,,,,,,
+393899293589,Andrea,Di Giovanni,+393297993512,Minushe,Lombardo,Via Diaz,88078,8,Strongoli,1939-04-18,+393639775735,RSSFNC39D18L529Z,Francesco,M,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-08-25 17:58:16,1,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,145,2020-09-02 00:00:00,vector vaccine,,,,,,,,,,
+39332078828,Sara,Molinari,+39387309975,Mario,Scherini,Viale Edmondo De Amicis,50131,87/a,Firenze,2001-04-18,+39338490705,FSTGDI01D58L189J,Giada,F,Festuccia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-04-22 02:32:34,1,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,307,2020-10-06 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-05-20 02:32:34,2,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,409,2020-10-30 00:00:00,mRNA vaccine
+393513940641,Leonardo,Bartolini,+393291114483,Matteo,Lombardi,Via Castelforte,171,29,Roma,1964-03-17,+39388172182,SPSRRT64C17E224P,Roberto,M,Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-04-29 07:43:03,1,MSSGLI35R64I824J,Giulia,Messina,61acd3e25ca7e964a122def3,357,2020-10-19 00:00:00,mRNA vaccine,Moderna,2021-05-27 07:43:03,2,CRSGPP88D18I202A,Giuseppe,Caruso,61acd3e25ca7e964a122def3,105,2020-08-17 00:00:00,mRNA vaccine
+393470445509,Silvana,Rizzo,+393567695133,Mariuccia,Tagliaferri,Via Kennedy,98051,9/11,Barcellona Pozzo Di Gotto,1960-07-21,+393633785426,RSSRSL60L21E539K,Rasel,M,Rosso,2021-12-10 12:56:51,SCCVHB79R10D921Q,Vehbi,Sacco,61acd3e25ca7e964a122deef,Negative,Molecular,2021-12-05 03:03:57,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,Positive,Antigen,,,,,,,,,,,,,,,AstraZeneca,2021-02-04 04:58:23,1,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,145,2020-09-02 00:00:00,vector vaccine,,,,,,,,,,
+39320953680,Modou,Maggi,+39391670499,Adriana,Cecchi,Via E. Nardi,63040,35-37,Venarotta,1983-06-30,+393184012638,SLAMRA83H30C536Q,Mario,M,Sala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-04-16 06:05:49,1,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,457,2020-11-07 00:00:00,vector vaccine,AstraZeneca,2021-05-14 06:05:49,2,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,289,2020-09-28 00:00:00,vector vaccine
+393288720227,Vittoria,Fumagalli,+39380915489,Alessandro,Sabatini,Piazza Mercato,95031,40,Adrano,1942-11-28,+39387136685,TRVKRN42S68C243I,Katarina,F,Traverso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-07-21 17:53:31,1,SCCVHB79R10D921Q,Vehbi,Sacco,61acd3e25ca7e964a122deef,569,2020-11-11 00:00:00,vector vaccine,AstraZeneca,2021-08-18 17:53:31,2,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,444,2020-11-06 00:00:00,vector vaccine
+393283800024,Mirko Gaetano,Barsotti,+393687734829,Emanuela,De Angelis,Corso Italia,52100,157,Arezzo,2002-04-28,+393400041749,CRNGNN02D68E132Y,Giovanna,F,Carini,2021-11-17 13:14:59,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Positive,Antigen,2021-11-27 02:05:06,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,Positive,Molecular,,,,,,,,,,,,,,,Moderna,2021-07-17 07:46:06,1,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,899,2020-12-06 00:00:00,mRNA vaccine,,,,,,,,,,
+393708880353,Gianluca,Rossi,+393215635413,Abdelali,Tanzi,Via Giuseppe Mazzini,30031,52,Dolo,1994-03-19,+39328004298,BRNFPP94C59I053H,Filippa,F,Bruno,2021-12-09 09:58:16,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Positive,Molecular,2021-12-09 01:50:33,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Negative,Molecular,,,,,,,,,,,,,,,Johnson & Johnson,2021-06-04 13:12:06,1,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,401,2020-10-28 00:00:00,vector vaccine,,,,,,,,,,
+39387511549,Ousmane,Marino,+39329268794,Pietro,Tripodi,Via Quagliotti,28021,28,Borgomanero,1966-02-19,+39340129683,RSSMNL66B19D401G,Emanuele,M,Rosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-07-30 20:14:43,1,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,167,2020-09-06 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-08-27 20:14:43,2,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,569,2020-11-11 00:00:00,mRNA vaccine
+39323312762,Roberto,Greco,+393247986351,Aurora,Cingolani,Piazza Costituzione Nuova Trav.interna,56045,25,Pomarance,1991-09-02,+393155847105,CMMMLE91P42L609G,Emilia,F,Cammarata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39382358673,Gian Luca,Mariani,+393237153279,Marisa,Crippa,Via Paolo Emilio Bensa,16124,34 R,Genova,1941-11-20,+39385755168,TRPLCU41S20A385T,Luca,M,Tripodi,2021-11-24 10:29:49,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Molecular,2021-11-26 06:56:05,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,Negative,Molecular,2021-12-08 01:26:28,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39365798078,Stefano,Vitali,+39386136250,Adriano,Cattaneo,Via Borgo S. Abate,81057,2,Teano,1979-12-18,+393420608248,SPSLCU79T18A617M,Luca,M,Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39361474693,Riccardo,Giannini,+393578027190,Anna,Ricci,Viale Cavalleggeri Aosta,80124,58,Napoli,1959-10-21,+393560130204,BRLCRN59R61D617M,Caterina,F,Baraldi,2021-12-02 15:53:25,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-05-22 02:10:07,1,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,128,2020-08-27 00:00:00,mRNA vaccine,,,,,,,,,,
+393459077460,Elena,Di Giuseppe,+393622692549,Francesco,De Santis,Via Mozart,20096,49,Pioltello,1934-07-22,+393489295440,CRRMCR34L62M298F,Mariacristina,F,Carrieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-11-11 20:10:45,1,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,899,2020-12-06 00:00:00,vector vaccine,AstraZeneca,2021-12-09 20:10:45,2,PLCLRT48C02C224Y,Alberto Christian,Paolucci,61acd3e25ca7e964a122def1,105,2020-08-17 00:00:00,vector vaccine
+39363828311,Albiona,Di Francesco,+39374631918,Salvatore Richard,Serra,Corso Plebisciti,20129,7,Milano,1987-01-20,+393470670444,PNNMCL87A60L473C,Monica Lisetta,F,Pinna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-10-08 01:28:06,1,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,256,2020-09-19 00:00:00,vector vaccine,,,,,,,,,,
+393369525369,Pierluigi Ambrogio,De Giorgi,+39391534395,Cinzia,Trevisan,Via Somma,80034,91/b,Marigliano,1924-07-29,+393414225508,NTLLSN24L69A579E,Alessandra Maria Vittoria,F,Natale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-04-25 13:54:12,1,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,409,2020-10-30 00:00:00,mRNA vaccine,,,,,,,,,,
+393832880280,Gheorghe,Lanza,+39389561279,Mattia,Rossi,Via Roma,36060,12,Schiavon,1983-10-03,+39337875141,RSSNNA83R43F501A,Anna,F,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-03-27 20:06:16,1,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,409,2020-10-30 00:00:00,vector vaccine,Johnson & Johnson,2021-04-24 20:06:16,2,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,589,2020-12-03 00:00:00,vector vaccine
+39327567045,Barbara,Piras,+39321355939,Biagia,Carini,Via Giotto,74027,10,San Giorgio Ionico,1939-05-08,+393806625622,GRCPCR39E48M268I,Piera Carla,F,Greco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-11-20 07:20:11,1,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,357,2020-10-19 00:00:00,vector vaccine,AstraZeneca,2021-12-18 07:20:11,2,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,168,2020-09-08 00:00:00,vector vaccine
