person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.cellphone,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.role,vaccination.0.healtcarePersonnel.surname,vaccination.0.type,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.cellphone,vaccination.1.healtcarePersonnel.role,vaccination.1.type,vaccination.0.id,vaccination.1.id,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.cellphone,test.0.healtcarePersonnel.role,test.0.type,test.0.result,test.0.datetime,test.0.id,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.cellphone,test.1.healtcarePersonnel.role,test.1.type,test.1.result,test.1.datetime,test.1.id,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.cellphone,test.2.healtcarePersonnel.role,test.2.type,test.2.result,test.2.datetime,test.2.id,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.cellphone,test.3.healtcarePersonnel.role,test.3.type,test.3.result,test.3.datetime,test.3.id,contact.0.name,contact.0.surname,contact.0.cellphone,contact.1.name,contact.1.surname,contact.1.cellphone
Via Guglielmo Oberdan,35122,2,Padova,1970-08-23,+39360097741,DSNBRN70M63B382G,Bruna,F,De Santis,2021-04-19 15:31:35,1,+393552541318,PRSRBN67M09F991C,Ruben,doctor,Piras,Pfizer-BioNTech,,,,,,,,,a0797096-f54c-49e8-96c1-a6e141eaafa1,,Tomas,D'Alessandro,DLSTMS66L18C632Z,+393971970192,nurse,Antigen,Negative,2021-10-01 15:11:25,881a7055-a988-435c-a30b-68466943667e,Franco,Leonardi,LNRFNC59C17F844E,+393771556338,nurse,Molecular,Negative,2021-04-10 05:41:58,86fbda5a-137f-48b2-9f42-d71b86185d84,Matteo Giovanni,Sorrentino,SRRMTG67D14H860L,+393689173934,doctor,Molecular,Negative,2021-07-30 11:48:17,e391e73a-19fe-43a3-9767-280b9ff6c077,,,,,,,,,,Luciana,Ligorio,+393326328010,Giulia,Casadei,+39375064980
Piazza Buglio,95044,32,Mineo,1962-01-09,+393471047791,DSNRRT62A09F880F,Roberto,M,De Santis,2021-01-31 00:09:16,1,+393844603391,CNILBT63P67F258P,Elisabetta,nurse,Iacono,Pfizer-BioNTech,,,,,,,,,16eeb80d-aee2-43c1-8963-6c4711977970,,,,,,,,,,,Massimo,Colombo,CLMMSM96B21M102M,+393618108943,other,Molecular,Negative,2021-01-21 05:37:17,1e89bb62-a096-4859-a193-2fc7e172747f,Giuseppina,Davoli,DVLGPP97C71E253N,+393209593362,nurse,Antigen,Positive,2021-01-08 17:23:10,6917a18f-7773-4f44-871c-a446b76fd4dd,,,,,,,,,,Pia Maria,Repetto,+39351930105,Mara,Palmisano,+39386848081
Via Giuseppe Garibaldi,94010,78,Aidone,1934-12-23,+39326706306,RCCLNR34T63L926U,Eleonora,F,Ricci,2021-09-26 01:45:53,1,+39390620096,CSNNDR82D28C529L,Andrea,other,Casini,Pfizer-BioNTech,,,,,,,,,31ff6828-888a-4ee2-a652-d82bc5b4839f,,Salvatore,Totaro,TTRSVT26M10H985M,+39354084266,nurse,Antigen,Positive,2021-03-15 15:38:30,b219ed98-59fd-41f0-bc72-fd0c9c35a041,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mattia,Ferracuti,+39333937737,Jennifer,Russo,+39321806631
Via Caracciolo,84068,105,Pollica,1990-11-13,+39362239073,BNCMRS90S53C329D,Marisa,F,Bianchi,,,,,,,,,,,,,,,,,,,Davide,Zennaro,ZNNDVD98L29E980G,+39381354154,doctor,Molecular,Positive,2021-08-05 13:40:06,1a15fc6e-d243-45b5-9f68-5d0a19c51db4,Adelina Franca,Pession,PSSDNF34C45H676I,+39368970910,nurse,Antigen,Negative,2021-05-05 03:15:02,2aa59f78-119e-4fcc-89d5-665c29da1767,Cecilia,Montemurro,MNTCCL36L51G806V,+393865219183,nurse,Antigen,Negative,2021-04-24 02:42:22,a81a53be-0bee-4989-987e-0b77c99d95ef,Marco,Amato,MTAMRC76M14E431X,+39388215595,doctor,Molecular,Negative,2021-08-03 11:27:52,c4f61a74-58c4-46ec-a106-60bcc0fecc89,Luca,Sanna,+393709919639,Nubia Josefina,Santoro,+393583894129
Via Dei Prati Fiscali,141,278,Roma,1997-04-17,+393573525982,CNCNDR97D17D827Y,Andrea,M,Concas,2021-12-26 17:16:41,1,+393318556663,MNTMRC71P48D547S,Marica,nurse,Montemurro,AstraZeneca,2022-01-23 17:16:41,2,Favour,Arena,RNAFVR30B58A478Q,+39376563525,doctor,AstraZeneca,5797a763-b57c-4134-8ddd-13854192b333,46f0662f-947c-4a08-9a88-f51c537a6682,Giovanni,Rizzo,RZZGNN85P28H194M,+393134284514,other,Antigen,Negative,2021-10-13 23:13:55,d5e9c283-c963-4050-8901-42c36539c0be,Caterina,Ferrari,FRRCRN36L64M360P,+39343489367,nurse,Antigen,Positive,2021-11-01 23:08:43,57793b5a-d5bd-4598-82a1-3b6820cfaf9a,Angela,Ferrari,FRRNGL72L44L596F,+393387062999,nurse,Molecular,Negative,2021-08-09 15:02:30,453e0472-508c-47a4-bb94-5f68fa7b2352,,,,,,,,,,Franco,Lanza,+39327367144,Aldo,Rossi,+39362670394
Via Plinio,74100,43,Taranto,2000-11-13,+393808091246,SRIGDU00S13L675S,Guido,M,Siri,2021-03-09 05:29:46,1,+393982135145,MRULGN84T51D637O,Luigina,nurse,Mura,AstraZeneca,,,,,,,,,5f657742-265d-409c-9bd6-207b5d385abe,,Giuseppe,Cascone ,CSCGPP84P17A014D,+39361873916,other,Antigen,Positive,2021-01-20 10:00:07,dae1c462-bc63-456c-9432-3ed1103477b8,,,,,,,,,,Emanuele,Izzo,ZZIMNL80M08A970N,+393636092732,doctor,Molecular,Negative,2021-10-22 10:19:41,12288622-5836-40d0-9ae3-1777e340269d,,,,,,,,,,Anna,Tagliaferri,+393335145329,Noemi,Ferrari,+393953426045
Via Archia,96100,32,Siracusa,1997-11-24,+39357436961,RNDCRD97S24I174M,Corrado,M,Randazzo,2021-09-24 10:42:33,1,+39354712577,MNCFNC47T10H083O,Francois Dominique,nurse,Mancini,Johnson & Johnson,2021-10-22 10:42:33,2,Valentina,Rizzo,RZZVNT72T53H221T,+393311001070,other,Johnson & Johnson,af708321-0e37-49cd-9405-a366131d0830,b88a8c54-e867-4776-a462-9abf359266c5,Luca,Mariani,MRNLCU54C23L814G,+39339114504,other,Antigen,Positive,2021-12-21 12:41:45,60b85dd7-7f75-468f-8a13-17dafdd3056a,Thomas Asakinaba,Venturi,VNTTMS79B23D166V,+39342920693,other,Molecular,Negative,2021-01-02 00:49:01,1586af15-6781-47ef-a0f2-d60069e52a1b,,,,,,,,,,Olga,Marino,MRNLGO86H66H194B,+39333124413,nurse,Molecular,Negative,2021-07-04 18:50:19,d1cf87ee-cb59-4926-8f4b-002b0730156e,Gaia,Galli,+39339079217,Maurizio,Santoro,+393424131373
Viale Dei Platani,97100,112,Ragusa,1938-03-28,+393484382657,RCCMLD38C68F802E,Matilde,F,Ricci,2021-03-21 01:52:22,1,+39334952326,CNTCNZ85B65F616C,Cinzia,nurse,Conte,Pfizer-BioNTech,2021-04-18 01:52:22,2,Alessandro,Di Carlo,DCRLSN92M28G608Z,+393266482986,doctor,Pfizer-BioNTech,c360f9b6-1d28-4565-9663-9891db10b27c,528803cd-f90a-41be-a9cb-00f2731965e0,,,,,,,,,,Giorgia,Fabbri,FBBGRG35H68L123E,+393581551177,doctor,Antigen,Positive,2021-02-07 04:24:32,2381414f-bcc2-4f60-80ac-67ba3de7b856,,,,,,,,,,,,,,,,,,,Giovannina,Serra,+39361684581,Martina,Pugliese,+393411618499
Via Roma,36050,14,Pozzoleone,1981-11-22,+393551874934,MRNNNJ81S22G608U,Antonjo,M,Marini,,,,,,,,,,,,,,,,,,,Giuseppe,Salvadori,SLVGPP48B25A562J,+39356489935,doctor,Molecular,Positive,2021-05-01 22:50:35,fafd0824-d278-4fb7-9e80-ba88751658ff,,,,,,,,,,Alberto,Bertini,BRTLRT02R29E680B,+393139840239,doctor,Antigen,Positive,2021-08-02 20:11:28,d57809f2-651b-4ba6-a85c-3e344cf08a9e,,,,,,,,,,Marco,Bianchi,+39328327328,Eglantina,Sartori,+39324334531
Via Xxv Aprile,96013,33,Carlentini,2003-07-21,+39371655424,CSSGUO03L21G924P,Ugo,M,Cossu,2021-10-01 05:58:29,1,+393133938972,CRNHJR00T57B812U,Hajar,doctor,Carini,AstraZeneca,,,,,,,,,2132b973-9da2-49a3-8bec-6006b9ea00dd,,Mor,Corradi,CRRMRO25T10C852R,+393136335631,nurse,Antigen,Positive,2021-04-02 09:05:00,fcb1a1ef-e1c1-4e63-b31f-762c8da9fb16,,,,,,,,,,Manuela,Rizzi,RZZMNL53E63I907B,+393521468768,other,Molecular,Negative,2021-06-24 08:09:54,a4e4e8b1-3042-45f2-b3d1-99098d733c23,Patrizia,Pinna,PNNPRZ60T45L496S,+393275411951,other,Molecular,Negative,2021-01-13 04:42:03,6ffadae4-c5c9-4444-a493-6a4a4927f140,Aurora,Montanari,+39382188797,Andrea,Prencipe,+39391434235
Via Circumvallazione,83100,133,Avellino,1929-03-29,+39348508363,GRONCL29C29M377B,Niccolo',M,Gori,2021-07-04 18:56:20,1,+39329312990,MRBNRM30B21H889C,Andrea Michelangelo,doctor,Morabito,Moderna,,,,,,,,,492890e1-e0f2-40dc-9ad4-e1ee9f014a7c,,,,,,,,,,,Massimo,Messina,MSSMSM36S08F489P,+39346370454,doctor,Molecular,Negative,2021-09-06 16:38:11,e04bbbcb-3dd5-477a-9c4e-643afe0a33b7,,,,,,,,,,,,,,,,,,,Antonio,Ferrari,+393608196076,Giulia,Rossi,+393608467575
Strada Nazionale,10020,71,Cambiano,1935-08-25,+393178097969,MRNRCR35M25A270W,Riccardo,M,Marini,2021-01-06 03:06:06,1,+393972509289,MZZGPP39D64D257C,Giuseppina Antonella,other,Mazza,Moderna,2021-02-03 03:06:06,2,Paolo Roberto,Galli,GLLPRB56R06B807D,+39334779696,nurse,Moderna,128cd697-a2e1-4717-bd84-fffdefad13a2,33937c57-a535-4e33-b033-bc80d111577d,,,,,,,,,,Alessia,Pession,PSSLSS51M67E371R,+393870094607,doctor,Antigen,Positive,2021-07-28 01:40:40,bb2b0383-9848-4ddb-94f0-29320ac7a8ac,Stefano,Corradi,CRRSFN96E26F882I,+39330021899,doctor,Molecular,Positive,2021-03-20 22:40:09,95ea1b98-353d-48a6-a3db-642dfd04586d,Adrian,De Luca,DLCDRN27A04I062L,+393430840905,nurse,Molecular,Negative,2021-08-02 06:19:55,1ab00f2b-787d-4d77-9bfc-e98f297ef592,Pietro,Liverani,+39393498079,Joy,Monti,+39347996742
Piazza Umberto,44015,20,Portomaggiore,1957-01-02,+39358313517,RDGRCP57A42E705X,Rodica Petrica,F,Rodigari,2021-04-20 08:54:00,1,+39342242959,FLZMTN74E26E953O,Matteo Ionut,doctor,Falzone,Pfizer-BioNTech,2021-05-18 08:54:00,2,Isidoro,De Santis,DSNSDR28B02C870E,+39361895754,nurse,Pfizer-BioNTech,b54ed5f5-9969-4910-9866-fa12b632e341,0d1b1bf8-1df4-4a4c-bbc6-a4f6647a9778,,,,,,,,,,,,,,,,,,,Laura,Casadio,CSDLRA39D58D458C,+393236157809,other,Antigen,Positive,2021-01-05 10:53:17,ec9e18d7-38f3-4181-b977-1e6789034c23,Mohammed,Capecchi,CPCMMM33B24E960Q,+393289235019,other,Molecular,Negative,2021-10-09 20:06:05,5e8bbc30-3549-4c7c-be31-bc7c9579eb54,Domenica,Rizzo,+39386263261,Petrit,Deiana,+39363446011
Corso Europa,23801,71/F,Calolziocorte,1943-10-13,+393781250954,DNTFNC43R53C102W,Francesca,F,Donati,2021-04-03 11:06:37,1,+39352235728,CRTPLA93C24I717I,Paolo,nurse,Carta,Pfizer-BioNTech,2021-05-01 11:06:37,2,Luciano,Rossi,RSSLCN77A14I841D,+39375801048,doctor,Pfizer-BioNTech,19d1a9a2-ba3a-457b-a982-5a59664bd45d,69896aea-88b4-4e86-9ddd-d774a863512f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ettore,Conti,+39371748751,Carla,Gentile,+393511800025
Via Emilia Est,41100,416,Modena,1953-08-29,+393852252704,MNGRSO53M69F026R,Rosa,F,Menegatti,2021-12-01 07:03:55,1,+39350649632,RSSGRN89R05D662N,Agron,other,Rossi,Moderna,2021-12-29 07:03:55,2,Lucia,Palumbo,PLMLCU34R66C202Q,+393745928489,doctor,Moderna,e579dcb7-4046-4a03-be0a-81a931285e40,cab73312-0eba-4709-927a-c1c3f4c0065e,Cinzia,Palumbo,PLMCNZ87L55E332Q,+393234100918,nurse,Molecular,Positive,2021-04-24 17:26:40,0d45f841-e3c5-4988-85ae-318f667d559c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Francesca,Acquistapace,+393207483302,Fiorenzo,Melis,+39364686732
Via Tommaso D'aquino,74100,63,Taranto,1947-01-17,+39335323431,GSTDNL47A17I178U,Daniele,M,Guastella,,,,,,,,,,,,,,,,,,,Salvatore,Melis,MLSSVT51M15H756W,+39385194670,doctor,Antigen,Negative,2021-04-22 15:07:31,c8debf91-205b-4aff-8b0e-ba80af31dece,Francesca,Gori,GROFNC63H55G999Y,+393339293517,doctor,Antigen,Negative,2021-07-06 11:41:41,8b82a79b-6869-4cf3-ac9b-602d4a9ad0e5,Rita,Zuliani,ZLNRTI74R51F760A,+39337541763,other,Antigen,Negative,2021-06-25 22:07:18,9da81608-9f35-4070-bed4-4c5870b9e3f5,Mary,Perrone,PRRMRY80S67L383D,+393246705564,other,Antigen,Negative,2021-05-20 00:33:47,293059c5-08df-4d8b-9dea-9a8648e43bca,Ornella,Costa,+393435188316,Lucia,Rizzo,+39394317355
Via Roma,31020,7,San Vendemiano,1964-08-11,+39323525305,MNCGZL64M51L475C,Graziella Rosa,F,Mancini,2021-08-27 02:40:42,1,+39325791686,RSSGRL36A53F832R,Gabriela,doctor,Rossi,Moderna,,,,,,,,,9c3fa2ca-e743-4aa4-92ab-bf2e40b44432,,Bianca Giovanna,Casini,CSNBCG34L59I085W,+393533142415,doctor,Antigen,Positive,2021-12-14 22:42:43,ff2a00cf-7fd6-4fd3-9715-6f8b811a9b1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresa,Gusmeroli,+39334548817,Sonila,Valentini,+39354269652
Corso Giacomo Matteotti,71017,120,Torremaggiore,1998-10-28,+39385020893,SRRSLH98R68E647M,Salha,F,Serra,,,,,,,,,,,,,,,,,,,Roza,Rossi,RSSRZO84D45E816W,+39325987427,nurse,Antigen,Positive,2021-07-17 14:30:38,a24e0866-4497-44fb-a546-da079114f2fd,,,,,,,,,,Marilena,Gori,GROMLN46H58M059L,+393735654784,other,Molecular,Positive,2021-06-28 13:43:24,c3b2b02c-8673-4182-bee5-c3c7a7e84f3e,Elisa,Ferrero,FRRLSE38D65A590Z,+39368920363,nurse,Molecular,Positive,2021-09-02 02:01:54,ec8fdd99-b02a-4fc9-b915-5fb174084667,Paul Emilian,Greco,+393314828104,Giulia,Di Girolamo,+39332202355
Corso Trieste,47,3,Marino,1982-07-26,+393549800400,NSTTMS82L26A561M,Thomas,M,Nesti,2021-03-11 13:06:20,1,+393633407657,BRNVLR97R14A047R,Valerio,nurse,Bruni,Pfizer-BioNTech,2021-04-08 13:06:20,2,Maria,Cingolani,CNGMRA65R56G436E,+39371089232,doctor,Pfizer-BioNTech,efd04059-6a30-466f-aeb8-b433dc7af99b,dc748863-0de7-47e5-a9c5-b6d0c99f76ee,,,,,,,,,,Ritaj,Ferrari,FRRRTJ41E55B823O,+39327100164,doctor,Antigen,Negative,2021-11-11 10:06:33,37074128-e17f-46c9-9d25-fced2e1c8051,Stefania,Santoro,SNTSFN97M62F568B,+393273109021,nurse,Antigen,Positive,2021-11-07 00:48:14,0a7acc67-f712-40a1-b1a6-cc858e9a428d,Mara,Mair,MRAMRA49A67I519L,+39348490769,nurse,Antigen,Negative,2021-01-27 05:33:43,49886489-f2ba-4561-ae91-85cea87f8399,Giuseppe,Atzeni,+393814422080,Camilla,Atzeni,+393463478290
Via Orvieto,182,39,Roma,1969-10-18,+39352114946,QNTTZN69R58G037P,Tiziana,F,Quinto,2021-02-20 20:23:23,1,+393801683307,SPNPLA77T26I119V,Paolo,other,Saponaro,Pfizer-BioNTech,2021-03-20 20:23:23,2,Alice,Romano,RMNLCA48A54I293N,+39334009094,nurse,Pfizer-BioNTech,621124ce-ee40-47e1-815c-641eec3764ba,427db4bc-b3f3-4f52-8b53-18c0e27b154c,,,,,,,,,,Pasquale,Rossi,RSSPQL31H17C745T,+393550190870,nurse,Antigen,Negative,2021-02-24 15:06:34,03e8433d-dd5e-4e99-8c3d-5054dd56afc9,,,,,,,,,,,,,,,,,,,Giacinto,Parente,+393988914246,Azzurra,Serra,+39349439462
Via Vittorio Veneto,28040,46,Oleggio Castello,1942-07-26,+393475417740,VRCCST42L66M109E,Cristina,F,Vercesi,2021-06-10 04:49:01,1,+39334988742,MNZMNM26A63L815L,Marina Maximina,nurse,Menozzi,Johnson & Johnson,2021-07-08 04:49:01,2,Giuseppina,Vitali,VTLGPP29S56C830Y,+393649665250,nurse,Johnson & Johnson,ff8f9485-72a2-4b2d-b3bb-6e9afc6a6c20,22adbbd2-8b76-4f7c-a201-5b71688e4087,Rezarta,Nesti,NSTRRT55E60H109C,+393588963831,nurse,Antigen,Negative,2021-07-27 04:00:04,6e2c38cf-73ed-49a4-91f4-5f1ca35c1e6b,,,,,,,,,,Kristhel Maria,Matera,MTRKST01L56B619U,+39345563603,other,Molecular,Negative,2021-10-17 18:38:10,11e801bc-a586-49e7-b0d9-b273ef283d6c,Tommaso,Lucchesi,LCCTMS96D30F452Y,+39348626235,doctor,Molecular,Negative,2021-03-24 01:32:34,4cc8606b-ff5d-4b92-b506-b9abd37f1eec,Rebecca,Carraro,+39354817504,Jessica,Carraro,+39345117841
Via San Cristofaro,80055,44/a,Portici,1934-09-12,+393336479768,MRTLGU34P12G758G,Luigi,M,Moretti,2021-07-24 04:44:01,1,+39354104113,CPPLGU89L11D702X,Luigi,doctor,Coppola,AstraZeneca,2021-08-21 04:44:01,2,Simona,Fusco,FSCSMN22R51G541Y,+39360789465,doctor,AstraZeneca,70d92fa9-7fd0-493f-ac01-d7ca03f97da7,d1b9dec8-5e4f-4d4f-a328-125587a495d9,Lorenzo,Quinto,QNTLNZ71H27B391E,+393600023796,nurse,Antigen,Positive,2021-01-15 15:36:25,884c5088-62af-4d86-acfe-247daddaf1da,,,,,,,,,,,,,,,,,,,Maria Calogera,Bianchi,BNCMCL50E66L926I,+39339912985,nurse,Molecular,Negative,2021-11-04 13:34:49,f2252035-2216-43a5-9cec-64ec177a3a71,Francesco,Rosso,+393212060832,Maria,Bianchi,+39367820970
Corso Giuseppe Garibaldi,80139,317,Napoli,1953-09-21,+393933180355,SNTLNZ53P21H994G,Lorenzo,M,Santoro,,,,,,,,,,,,,,,,,,,Massimo,Ferrari,FRRMSM32T31B296A,+393522315376,other,Antigen,Positive,2021-05-13 01:47:56,9355f907-7d95-4d50-bd3b-0f16dcfc24bb,,,,,,,,,,Franca,Cerrato,CRRFNC72L48H102L,+393596771793,other,Molecular,Negative,2021-06-29 17:12:11,cd8bb256-444e-44d1-95c0-fdd72ec822e0,Guido,Donati,DNTGDU29R01M329B,+393922484537,nurse,Antigen,Negative,2021-12-28 12:35:43,fd676ec4-3a04-453c-9bb8-e63b0f073b8a,Francesca,Favaro,+393557898738,Lorenza,Vuillermoz,+39336423329
Via Milano,20067,18,Paullo,1995-12-13,+39370380749,ZNTMRA95T53C166P,Maria,F,Zanetta,2021-05-23 01:37:40,1,+393151525224,BNCLSS72H30I390U,Alessio,nurse,Bianchi,Pfizer-BioNTech,,,,,,,,,1ac6272f-7f68-4444-8844-a3d7b74bc1b8,,Federica,Carrara,CRRFRC93A58E006K,+393583806878,other,Antigen,Positive,2021-01-05 23:31:33,ac89f47e-aa9a-46a6-9965-c4227e773ca9,Giorgia,Manca,MNCGRG73A51G450Z,+393566240730,doctor,Molecular,Negative,2021-04-27 00:40:31,0790f442-79eb-46b1-907e-798bbde11470,,,,,,,,,,,,,,,,,,,Noel,Occhipinti,+393199528321,Maddalena,Serra,+393527905251
Via Della Repubblica,2043,51,Contigliano,1996-03-01,+393996350518,DNGSLV96C41A132S,Silvia,F,De Angelis,2021-07-03 13:38:14,1,+393566275332,CSSNRG58L04I598P,Andrea Giuseppe,nurse,Cossu,Pfizer-BioNTech,2021-07-31 13:38:14,2,Giuseppina,Gargiulo,GRGGPP70D48L460P,+393856557823,other,Pfizer-BioNTech,d45f470b-6e5b-42b7-9a6f-8f8609321a01,dd024c1e-37cd-4f3b-80fa-c3dcf8e51823,,,,,,,,,,,,,,,,,,,Giuseppe Luigi,Vezzoli,VZZGPP41B26G213Y,+39359726073,nurse,Molecular,Negative,2021-07-31 04:55:19,f3582d25-6100-4500-a096-1b1800227d45,Aldo Cesare,Lai,LAILCS70R03D982W,+393449221250,nurse,Antigen,Positive,2021-01-27 19:04:54,bb6bf4ef-4d41-4fb6-bcce-abb662d78c1b,Rita Maria,Rossi,+39344991566,Marinika,Fiorucci,+39377461485
Via Mannarino,72023,13,Mesagne,1975-02-03,+393857443976,MZZGML75B43C963O,Agata Malwina,F,Mazzotti,2021-01-21 03:15:36,1,+393203540400,MNTMNL97M57I550B,Marinella,nurse,Montanari,Johnson & Johnson,,,,,,,,,9d2c97f3-2342-4814-9456-99761473dedf,,Sandra,Barbieri,BRBSDR93H63E136F,+39385882286,other,Molecular,Positive,2021-05-27 04:08:24,c6de36b0-fdf4-4828-9426-6a5c3f0bb6de,Eleonora,Bernardini,BRNLNR28M58H857G,+393785066581,other,Molecular,Negative,2021-06-15 21:53:37,2731da0a-d33d-463d-a960-f790f4976a54,,,,,,,,,,,,,,,,,,,Nina,Frigerio,+393821503739,Paolo,Romano,+393375690801
Via Gregorio Ronca,83029,15,Solofra,1954-10-20,+39344684610,BNDFLL54R20B609B,Fallou,M,Benedetti,2021-08-11 09:59:42,1,+393946687291,RSSTTV78T15C559E,Ottavio,doctor,Rossi,AstraZeneca,2021-09-08 09:59:42,2,Daniela,Quinto,QNTDNL43M55C888H,+393515843596,nurse,AstraZeneca,e5cc01f9-0f2b-452c-a2f0-e8e168e621f2,ab474832-51a0-4760-8746-835a24b61a48,Arben,Corti,CRTRBN25D11D341U,+393333585164,nurse,Antigen,Negative,2021-11-08 21:17:13,678e169d-20a3-4e78-b9d4-41b1b4071d14,Sidi,Fabbri,FBBSDI63S15C980T,+393954115318,other,Molecular,Positive,2021-06-26 01:09:22,2d8ea877-b948-442c-9063-ff2f33d0f740,,,,,,,,,,Ines,Nicoletti ,NCLNSI32D44G712N,+393358097056,nurse,Antigen,Positive,2021-12-11 11:40:14,0d51a818-b9fc-4f1f-983e-62714d1d1c49,Teresa Carla,Scherini,+39368517241,Filippo,Lombardo,+39349671675
Via Roma,45030,94/98,Guarda Veneta,1969-02-12,+393888309685,DCLLSN69B52I421Y,Alessia Anna Rita,F,De Col,2021-09-16 08:46:44,1,+39352565818,SPSLSE56S51D709N,Elisa,nurse,Esposito,AstraZeneca,,,,,,,,,9e2a44a5-b471-49b3-b8ad-1eddba5724ae,,,,,,,,,,,Pamela,Pinna,PNNPML64T43L088H,+393113409540,other,Antigen,Negative,2021-12-04 18:33:38,e61dd946-4855-40b7-b885-a672c1ac9691,,,,,,,,,,,,,,,,,,,Simone,Guerra,+393894983289,Mohamed,Martinelli,+393792684314
Piazza Caduti,47010,11,Premilcuore,1988-02-07,+393748091770,MRNBZZ88B07A746C,Bouazza,M,Marini,2021-03-29 10:57:08,1,+39387791901,BSSFNC28L56C689K,Franca,doctor,Basso,Moderna,2021-04-26 10:57:08,2,Nuhu Iqbal,Bartolini,BRTNQB60R06G754W,+393552432999,nurse,Moderna,37666fa5-e919-45f0-9e5e-bd6b327e9099,b829e12f-25f1-4474-b004-0e1e605e8e71,,,,,,,,,,Lea,Montalbano,MNTLEA54T55H269X,+393730838310,nurse,Molecular,Positive,2021-03-27 13:22:27,85cf051e-69b9-47df-8741-31bb8fe467e5,,,,,,,,,,,,,,,,,,,Adina Mihaela,De Santis,+39367539807,Zyra,Ferrari,+393378638497
Piazza Martiri,41012,27,Carpi,1986-08-09,+39340223429,CLLFNC86M49F767E,Franca,F,Calligaris,2021-06-03 01:52:45,1,+393478514679,DNDMNL33M71H531Y,Manuela,nurse,Donda,AstraZeneca,2021-07-01 01:52:45,2,Calogero Antonino,Fioravanti,FRVCGR52S17A335M,+393933772185,doctor,AstraZeneca,fce8767c-6ee2-41ce-96b9-e22b103ba2eb,180cf110-ba6c-4149-a25b-8b7f3b5d4752,Laura,Cossu,CSSLRA75T61B246R,+39334664686,other,Molecular,Negative,2021-07-21 06:39:08,55b54243-91a8-45be-9994-efb72fa0b870,Fatima,Marinelli,MRNFTM56A62F381H,+39323892073,doctor,Antigen,Negative,2021-08-11 19:25:27,cd38b849-92b3-4156-b46a-e91e34f805fe,Samuele,Pepe,PPESML68B18C974A,+39383242692,doctor,Antigen,Negative,2021-10-22 03:40:21,73c97920-2a7b-4ce8-97e6-99e2c60fcc08,Arys,Redaelli,RDLRYS75M16E879Z,+39338432964,nurse,Antigen,Negative,2021-04-19 15:09:59,3215b51a-d1a6-4cb6-abf2-3fe4f21e8325,Davide,Colombo,+39354625574,Antonio,Barbieri,+393593944648
Via Torino,10042,20/c,Nichelino,1953-06-12,+393495732954,FRVMTT53H12H321K,Matteo,M,Fioravanti,2021-09-20 05:09:12,1,+393512829610,FLRGNN59E04I705T,Giovanni,nurse,Floris,Pfizer-BioNTech,,,,,,,,,f705009e-9ef0-4f96-9e77-fb365681f010,,Vincenza,Quarta,QRTVCN39A51B690U,+393215855037,doctor,Molecular,Negative,2021-06-01 15:50:15,c9af65f9-3901-44d4-bf3d-6b610e8ae3b5,Vera,De Santis,DSNVRE79T41A628C,+393872632099,nurse,Molecular,Negative,2021-03-25 00:34:17,629efa80-364e-4018-bea8-2fff6625de85,,,,,,,,,,,,,,,,,,,Marco,Molinari,+39377480066,Adolfo,Ruggiero,+393373863400
Via Brigata Sassari,07030,10,Badesi,1975-07-04,+393226310407,RZZMHL75L44L947G,Michela Giovanna,F,Rizzo,,,,,,,,,,,,,,,,,,,Elisa,Castiglioni,CSTLSE68M42A167H,+39330764846,nurse,Molecular,Positive,2021-07-06 16:43:48,97206224-9831-4dc9-99eb-313c6c86009e,,,,,,,,,,Gabriella,Battaglia,BTTGRL45S65E016U,+393802528863,other,Antigen,Positive,2021-11-24 23:41:51,2b47a14e-b183-4ff6-9476-15080c15bbdd,Chiara,Gori,GROCHR22L43B243O,+39320733273,doctor,Antigen,Positive,2021-01-08 00:58:45,a7d2b217-5c32-4bd1-91ef-2a0d8505d846,Elvira,Talarico,+39330237224,Ivan,Crea,+39380093850
